utterance_id,speaker_id,route_split,source_split,source_row_indices,variants_averaged
Ses04M_impro06_M006,Ses04M,auxiliary,train,3153;7577;12001,3
Ses04M_impro06_M007,Ses04M,auxiliary,train,3154;7578;12002,3
Ses04M_impro06_M008,Ses04M,auxiliary,train,3155;7579;12003,3
Ses04M_impro06_M009,Ses04M,auxiliary,train,3156;7580;12004,3
Ses04M_impro06_M010,Ses04M,auxiliary,train,3157;7581;12005,3
Ses04M_impro06_M011,Ses04M,auxiliary,test,398,1
Ses04M_impro06_M012,Ses04M,auxiliary,train,3158;7582;12006,3
Ses04M_impro06_M013,Ses04M,auxiliary,dev,390,1
Ses04M_impro06_M014,Ses04M,auxiliary,test,399,1
Ses04M_impro06_M015,Ses04M,auxiliary,train,3159;7583;12007,3
Ses04M_impro06_M016,Ses04M,auxiliary,train,3160;7584;12008,3
Ses04M_impro06_M017,Ses04M,auxiliary,train,3161;7585;12009,3
Ses04M_impro06_M018,Ses04M,auxiliary,train,3162;7586;12010,3
Ses04M_impro06_M019,Ses04M,auxiliary,train,3163;7587;12011,3
Ses04M_impro06_M020,Ses04M,auxiliary,train,3164;7588;12012,3
Ses04M_impro07_F002,Ses04F,auxiliary,train,3165;7589;12013,3
Ses04M_impro07_F003,Ses04F,auxiliary,train,3166;7590;12014,3
Ses04M_impro07_F004,Ses04F,auxiliary,train,3167;7591;12015,3
Ses04M_impro07_F006,Ses04F,auxiliary,train,3168;7592;12016,3
Ses04M_impro07_F007,Ses04F,auxiliary,train,3169;7593;12017,3
Ses04M_impro07_F008,Ses04F,auxiliary,test,400,1
Ses04M_impro07_F009,Ses04F,auxiliary,test,401,1
Ses04M_impro07_F010,Ses04F,auxiliary,train,3170;7594;12018,3
Ses04M_impro07_F011,Ses04F,auxiliary,train,3171;7595;12019,3
Ses04M_impro07_F012,Ses04F,auxiliary,dev,391,1
Ses04M_impro07_F013,Ses04F,auxiliary,train,3172;7596;12020,3
Ses04M_impro07_F014,Ses04F,auxiliary,train,3173;7597;12021,3
Ses04M_impro07_F015,Ses04F,auxiliary,train,3174;7598;12022,3
Ses04M_impro07_F016,Ses04F,auxiliary,train,3175;7599;12023,3
Ses04M_impro07_F017,Ses04F,auxiliary,train,3176;7600;12024,3
Ses04M_impro07_F018,Ses04F,auxiliary,train,3177;7601;12025,3
Ses04M_impro07_F022,Ses04F,auxiliary,train,3178;7602;12026,3
Ses04M_impro07_F023,Ses04F,auxiliary,train,3179;7603;12027,3
Ses04M_impro07_F026,Ses04F,auxiliary,train,3180;7604;12028,3
Ses04M_impro07_F027,Ses04F,auxiliary,train,3181;7605;12029,3
Ses04M_impro07_F036,Ses04F,auxiliary,train,3182;7606;12030,3
Ses04M_impro07_F037,Ses04F,auxiliary,train,3183;7607;12031,3
Ses04M_impro07_M000,Ses04M,auxiliary,train,3184;7608;12032,3
Ses04M_impro07_M001,Ses04M,auxiliary,train,3185;7609;12033,3
Ses04M_impro07_M002,Ses04M,auxiliary,train,3186;7610;12034,3
Ses04M_impro07_M003,Ses04M,auxiliary,train,3187;7611;12035,3
Ses04M_impro07_M004,Ses04M,auxiliary,train,3188;7612;12036,3
Ses04M_impro07_M007,Ses04M,auxiliary,train,3189;7613;12037,3
Ses04M_impro07_M008,Ses04M,auxiliary,train,3190;7614;12038,3
Ses04M_impro07_M009,Ses04M,auxiliary,train,3191;7615;12039,3
Ses04M_impro07_M010,Ses04M,auxiliary,train,3192;7616;12040,3
Ses04M_impro07_M011,Ses04M,auxiliary,dev,392,1
Ses04M_impro07_M012,Ses04M,auxiliary,train,3193;7617;12041,3
Ses04M_impro07_M013,Ses04M,auxiliary,train,3194;7618;12042,3
Ses04M_impro07_M014,Ses04M,auxiliary,dev,393,1
Ses04M_impro07_M015,Ses04M,auxiliary,train,3195;7619;12043,3
Ses04M_impro07_M020,Ses04M,auxiliary,train,3196;7620;12044,3
Ses04M_impro07_M021,Ses04M,auxiliary,train,3197;7621;12045,3
Ses04M_impro07_M025,Ses04M,auxiliary,test,402,1
Ses04M_impro07_M026,Ses04M,auxiliary,train,3198;7622;12046,3
Ses04M_impro07_M029,Ses04M,auxiliary,dev,394,1
Ses04M_impro07_M030,Ses04M,auxiliary,train,3199;7623;12047,3
Ses04M_impro07_M032,Ses04M,auxiliary,train,3200;7624;12048,3
Ses04M_impro07_M035,Ses04M,auxiliary,train,3201;7625;12049,3
Ses04M_impro07_M036,Ses04M,auxiliary,train,3202;7626;12050,3
Ses04M_impro07_M037,Ses04M,auxiliary,train,3203;7627;12051,3
Ses04M_impro07_M040,Ses04M,auxiliary,dev,395,1
Ses04M_impro07_M041,Ses04M,auxiliary,train,3204;7628;12052,3
Ses04M_impro07_M042,Ses04M,auxiliary,test,403,1
Ses04M_impro07_M043,Ses04M,auxiliary,train,3205;7629;12053,3
Ses04M_impro08_F020,Ses04F,auxiliary,train,3206;7630;12054,3
Ses04M_impro08_F022,Ses04F,auxiliary,test,404,1
Ses04M_impro08_F023,Ses04F,auxiliary,train,3207;7631;12055,3
Ses04M_impro08_F024,Ses04F,auxiliary,dev,396,1
Ses04M_impro08_F027,Ses04F,auxiliary,train,3208;7632;12056,3
Ses04M_impro08_F028,Ses04F,auxiliary,train,3209;7633;12057,3
Ses04M_impro08_F030,Ses04F,auxiliary,train,3210;7634;12058,3
Ses04M_impro08_M001,Ses04M,auxiliary,train,3211;7635;12059,3
Ses04M_impro08_M004,Ses04M,auxiliary,train,3212;7636;12060,3
Ses04M_impro08_M005,Ses04M,auxiliary,train,3213;7637;12061,3
Ses04M_impro08_M006,Ses04M,auxiliary,train,3214;7638;12062,3
Ses04M_impro08_M008,Ses04M,auxiliary,train,3215;7639;12063,3
Ses04M_impro08_M010,Ses04M,auxiliary,train,3216;7640;12064,3
Ses04M_impro08_M011,Ses04M,auxiliary,train,3217;7641;12065,3
Ses04M_impro08_M012,Ses04M,auxiliary,train,3218;7642;12066,3
Ses04M_impro08_M013,Ses04M,auxiliary,train,3219;7643;12067,3
Ses04M_impro08_M017,Ses04M,auxiliary,train,3220;7644;12068,3
Ses04M_impro08_M019,Ses04M,auxiliary,train,3221;7645;12069,3
Ses04M_impro08_M020,Ses04M,auxiliary,train,3222;7646;12070,3
Ses04M_impro08_M021,Ses04M,auxiliary,train,3223;7647;12071,3
Ses04M_impro08_M022,Ses04M,auxiliary,train,3224;7648;12072,3
Ses04M_impro08_M023,Ses04M,auxiliary,train,3225;7649;12073,3
Ses04M_impro08_M024,Ses04M,auxiliary,train,3226;7650;12074,3
Ses04M_impro08_M025,Ses04M,auxiliary,train,3227;7651;12075,3
Ses04M_impro08_M026,Ses04M,auxiliary,test,405,1
Ses04M_impro08_M027,Ses04M,auxiliary,train,3228;7652;12076,3
Ses04M_impro08_M028,Ses04M,auxiliary,train,3229;7653;12077,3
Ses04M_script01_1_F000,Ses04F,auxiliary,test,406,1
Ses04M_script01_1_F007,Ses04F,auxiliary,train,3230;7654;12078,3
Ses04M_script01_1_F011,Ses04F,auxiliary,test,407,1
Ses04M_script01_1_F012,Ses04F,auxiliary,dev,397,1
Ses04M_script01_1_F013,Ses04F,auxiliary,test,408,1
Ses04M_script01_1_F015,Ses04F,auxiliary,train,3231;7655;12079,3
Ses04M_script01_1_F017,Ses04F,auxiliary,train,3232;7656;12080,3
Ses04M_script01_1_F018,Ses04F,auxiliary,train,3233;7657;12081,3
Ses04M_script01_1_F019,Ses04F,auxiliary,train,3234;7658;12082,3
Ses04M_script01_1_F021,Ses04F,auxiliary,train,3235;7659;12083,3
Ses04M_script01_1_F022,Ses04F,auxiliary,train,3236;7660;12084,3
Ses04M_script01_1_F027,Ses04F,auxiliary,train,3237;7661;12085,3
Ses04M_script01_1_F028,Ses04F,auxiliary,train,3238;7662;12086,3
Ses04M_script01_1_F029,Ses04F,auxiliary,train,3239;7663;12087,3
Ses04M_script01_1_F032,Ses04F,auxiliary,dev,398,1
Ses04M_script01_1_F033,Ses04F,auxiliary,train,3240;7664;12088,3
Ses04M_script01_1_F034,Ses04F,auxiliary,train,3241;7665;12089,3
Ses04M_script01_1_F035,Ses04F,auxiliary,train,3242;7666;12090,3
Ses04M_script01_1_F036,Ses04F,auxiliary,train,3243;7667;12091,3
Ses04M_script01_1_F037,Ses04F,auxiliary,train,3244;7668;12092,3
Ses04M_script01_1_F039,Ses04F,auxiliary,test,409,1
Ses04M_script01_1_F040,Ses04F,auxiliary,train,3245;7669;12093,3
Ses04M_script01_1_F041,Ses04F,auxiliary,train,3246;7670;12094,3
Ses04M_script01_1_M000,Ses04M,auxiliary,train,3247;7671;12095,3
Ses04M_script01_1_M001,Ses04M,auxiliary,train,3248;7672;12096,3
Ses04M_script01_1_M013,Ses04M,auxiliary,dev,399,1
Ses04M_script01_1_M014,Ses04M,auxiliary,train,3249;7673;12097,3
Ses04M_script01_1_M018,Ses04M,auxiliary,train,3250;7674;12098,3
Ses04M_script01_1_M021,Ses04M,auxiliary,train,3251;7675;12099,3
Ses04M_script01_1_M022,Ses04M,auxiliary,train,3252;7676;12100,3
Ses04M_script01_1_M026,Ses04M,auxiliary,train,3253;7677;12101,3
Ses04M_script01_1_M031,Ses04M,auxiliary,train,3254;7678;12102,3
Ses04M_script01_1_M032,Ses04M,auxiliary,train,3255;7679;12103,3
Ses04M_script01_1_M034,Ses04M,auxiliary,train,3256;7680;12104,3
Ses04M_script01_1_M037,Ses04M,auxiliary,train,3257;7681;12105,3
Ses04M_script01_1_M038,Ses04M,auxiliary,train,3258;7682;12106,3
Ses04M_script01_1_M040,Ses04M,auxiliary,dev,400,1
Ses04M_script01_1_M041,Ses04M,auxiliary,train,3259;7683;12107,3
Ses04M_script01_2_F000,Ses04F,auxiliary,train,3260;7684;12108,3
Ses04M_script01_2_F001,Ses04F,auxiliary,train,3261;7685;12109,3
Ses04M_script01_2_F002,Ses04F,auxiliary,train,3262;7686;12110,3
Ses04M_script01_2_F003,Ses04F,auxiliary,test,410,1
Ses04M_script01_2_F004,Ses04F,auxiliary,train,3263;7687;12111,3
Ses04M_script01_2_F005,Ses04F,auxiliary,train,3264;7688;12112,3
Ses04M_script01_2_F006,Ses04F,auxiliary,dev,401,1
Ses04M_script01_2_F007,Ses04F,auxiliary,train,3265;7689;12113,3
Ses04M_script01_2_F008,Ses04F,auxiliary,train,3266;7690;12114,3
Ses04M_script01_2_F009,Ses04F,auxiliary,dev,402,1
Ses04M_script01_2_F010,Ses04F,auxiliary,train,3267;7691;12115,3
Ses04M_script01_2_F011,Ses04F,auxiliary,train,3268;7692;12116,3
Ses04M_script01_2_F012,Ses04F,auxiliary,train,3269;7693;12117,3
Ses04M_script01_2_F013,Ses04F,auxiliary,train,3270;7694;12118,3
Ses04M_script01_2_F014,Ses04F,auxiliary,train,3271;7695;12119,3
Ses04M_script01_2_F015,Ses04F,auxiliary,train,3272;7696;12120,3
Ses04M_script01_2_F016,Ses04F,auxiliary,test,411,1
Ses04M_script01_2_F018,Ses04F,auxiliary,test,412,1
Ses04M_script01_2_F020,Ses04F,auxiliary,train,3273;7697;12121,3
Ses04M_script01_2_M000,Ses04M,auxiliary,train,3274;7698;12122,3
Ses04M_script01_2_M005,Ses04M,auxiliary,train,3275;7699;12123,3
Ses04M_script01_2_M006,Ses04M,auxiliary,train,3276;7700;12124,3
Ses04M_script01_2_M007,Ses04M,auxiliary,dev,403,1
Ses04M_script01_2_M019,Ses04M,auxiliary,test,413,1
Ses04M_script01_3_F012,Ses04F,auxiliary,train,3277;7701;12125,3
Ses04M_script01_3_F013,Ses04F,auxiliary,train,3278;7702;12126,3
Ses04M_script01_3_F014,Ses04F,auxiliary,train,3279;7703;12127,3
Ses04M_script01_3_F022,Ses04F,auxiliary,dev,404,1
Ses04M_script01_3_F023,Ses04F,auxiliary,train,3280;7704;12128,3
Ses04M_script01_3_F027,Ses04F,auxiliary,dev,405,1
Ses04M_script01_3_M022,Ses04M,auxiliary,train,3281;7705;12129,3
Ses04M_script01_3_M023,Ses04M,auxiliary,train,3282;7706;12130,3
Ses04M_script01_3_M024,Ses04M,auxiliary,dev,406,1
Ses04M_script01_3_M025,Ses04M,auxiliary,train,3283;7707;12131,3
Ses04M_script01_3_M026,Ses04M,auxiliary,train,3284;7708;12132,3
Ses04M_script01_3_M027,Ses04M,auxiliary,train,3285;7709;12133,3
Ses04M_script01_3_M028,Ses04M,auxiliary,dev,407,1
Ses04M_script01_3_M030,Ses04M,auxiliary,train,3286;7710;12134,3
Ses04M_script01_3_M031,Ses04M,auxiliary,train,3287;7711;12135,3
Ses04M_script01_3_M032,Ses04M,auxiliary,train,3288;7712;12136,3
Ses04M_script01_3_M033,Ses04M,auxiliary,train,3289;7713;12137,3
Ses04M_script01_3_M034,Ses04M,auxiliary,test,414,1
Ses04M_script01_3_M035,Ses04M,auxiliary,train,3290;7714;12138,3
Ses04M_script01_3_M037,Ses04M,auxiliary,test,415,1
Ses04M_script02_1_F000,Ses04F,auxiliary,train,3291;7715;12139,3
Ses04M_script02_1_F002,Ses04F,auxiliary,train,3292;7716;12140,3
Ses04M_script02_1_F003,Ses04F,auxiliary,train,3293;7717;12141,3
Ses04M_script02_1_F004,Ses04F,auxiliary,train,3294;7718;12142,3
Ses04M_script02_1_F005,Ses04F,auxiliary,train,3295;7719;12143,3
Ses04M_script02_1_F007,Ses04F,auxiliary,train,3296;7720;12144,3
Ses04M_script02_1_F008,Ses04F,auxiliary,train,3297;7721;12145,3
Ses04M_script02_1_F010,Ses04F,auxiliary,train,3298;7722;12146,3
Ses04M_script02_1_F012,Ses04F,auxiliary,train,3299;7723;12147,3
Ses04M_script02_1_F013,Ses04F,auxiliary,train,3300;7724;12148,3
Ses04M_script02_1_F014,Ses04F,auxiliary,dev,408,1
Ses04M_script02_1_F017,Ses04F,auxiliary,train,3301;7725;12149,3
Ses04M_script02_1_F018,Ses04F,auxiliary,train,3302;7726;12150,3
Ses04M_script02_1_M001,Ses04M,auxiliary,train,3303;7727;12151,3
Ses04M_script02_1_M002,Ses04M,auxiliary,train,3304;7728;12152,3
Ses04M_script02_1_M003,Ses04M,auxiliary,train,3305;7729;12153,3
Ses04M_script02_1_M005,Ses04M,auxiliary,train,3306;7730;12154,3
Ses04M_script02_1_M008,Ses04M,auxiliary,train,3307;7731;12155,3
Ses04M_script02_1_M009,Ses04M,auxiliary,train,3308;7732;12156,3
Ses04M_script02_1_M012,Ses04M,auxiliary,train,3309;7733;12157,3
Ses04M_script02_1_M014,Ses04M,auxiliary,train,3310;7734;12158,3
Ses04M_script02_1_M015,Ses04M,auxiliary,train,3311;7735;12159,3
Ses04M_script02_1_M018,Ses04M,auxiliary,train,3312;7736;12160,3
Ses04M_script02_1_M020,Ses04M,auxiliary,train,3313;7737;12161,3
Ses04M_script02_1_M021,Ses04M,auxiliary,train,3314;7738;12162,3
Ses04M_script02_1_M022,Ses04M,auxiliary,train,3315;7739;12163,3
Ses04M_script02_1_M023,Ses04M,auxiliary,train,3316;7740;12164,3
Ses04M_script02_1_M028,Ses04M,auxiliary,train,3317;7741;12165,3
Ses04M_script02_1_M029,Ses04M,auxiliary,train,3318;7742;12166,3
Ses04M_script02_1_M030,Ses04M,auxiliary,train,3319;7743;12167,3
Ses04M_script02_1_M031,Ses04M,auxiliary,test,416,1
Ses04M_script02_1_M032,Ses04M,auxiliary,dev,409,1
Ses04M_script02_1_M033,Ses04M,auxiliary,train,3320;7744;12168,3
Ses04M_script02_2_F000,Ses04F,auxiliary,train,3321;7745;12169,3
Ses04M_script02_2_F006,Ses04F,auxiliary,train,3322;7746;12170,3
Ses04M_script02_2_F007,Ses04F,auxiliary,train,3323;7747;12171,3
Ses04M_script02_2_F009,Ses04F,auxiliary,dev,410,1
Ses04M_script02_2_F013,Ses04F,auxiliary,train,3324;7748;12172,3
Ses04M_script02_2_F016,Ses04F,auxiliary,test,417,1
Ses04M_script02_2_F018,Ses04F,auxiliary,train,3325;7749;12173,3
Ses04M_script02_2_F019,Ses04F,auxiliary,test,418,1
Ses04M_script02_2_F020,Ses04F,auxiliary,train,3326;7750;12174,3
Ses04M_script02_2_F021,Ses04F,auxiliary,train,3327;7751;12175,3
Ses04M_script02_2_F025,Ses04F,auxiliary,dev,411,1
Ses04M_script02_2_F026,Ses04F,auxiliary,dev,412,1
Ses04M_script02_2_F027,Ses04F,auxiliary,train,3328;7752;12176,3
Ses04M_script02_2_F028,Ses04F,auxiliary,train,3329;7753;12177,3
Ses04M_script02_2_F029,Ses04F,auxiliary,dev,413,1
Ses04M_script02_2_F032,Ses04F,auxiliary,train,3330;7754;12178,3
Ses04M_script02_2_F035,Ses04F,auxiliary,train,3331;7755;12179,3
Ses04M_script02_2_F036,Ses04F,auxiliary,dev,414,1
Ses04M_script02_2_M000,Ses04M,auxiliary,train,3332;7756;12180,3
Ses04M_script02_2_M001,Ses04M,auxiliary,train,3333;7757;12181,3
Ses04M_script02_2_M006,Ses04M,auxiliary,train,3334;7758;12182,3
Ses04M_script02_2_M007,Ses04M,auxiliary,train,3335;7759;12183,3
Ses04M_script02_2_M020,Ses04M,auxiliary,train,3336;7760;12184,3
Ses04M_script02_2_M021,Ses04M,auxiliary,train,3337;7761;12185,3
Ses04M_script02_2_M029,Ses04M,auxiliary,test,419,1
Ses04M_script02_2_M031,Ses04M,auxiliary,train,3338;7762;12186,3
Ses04M_script02_2_M034,Ses04M,auxiliary,train,3339;7763;12187,3
Ses04M_script02_2_M037,Ses04M,auxiliary,dev,415,1
Ses04M_script02_2_M039,Ses04M,auxiliary,train,3340;7764;12188,3
Ses04M_script02_2_M040,Ses04M,auxiliary,train,3341;7765;12189,3
Ses04M_script02_2_M041,Ses04M,auxiliary,train,3342;7766;12190,3
Ses04M_script03_1_F005,Ses04F,auxiliary,dev,416,1
Ses04M_script03_1_F006,Ses04F,auxiliary,train,3343;7767;12191,3
Ses04M_script03_1_F007,Ses04F,auxiliary,train,3344;7768;12192,3
Ses04M_script03_1_F008,Ses04F,auxiliary,dev,417,1
Ses04M_script03_1_F009,Ses04F,auxiliary,train,3345;7769;12193,3
Ses04M_script03_1_F012,Ses04F,auxiliary,test,420,1
Ses04M_script03_1_F013,Ses04F,auxiliary,train,3346;7770;12194,3
Ses04M_script03_1_F014,Ses04F,auxiliary,train,3347;7771;12195,3
Ses04M_script03_1_F015,Ses04F,auxiliary,dev,418,1
Ses04M_script03_1_F017,Ses04F,auxiliary,train,3348;7772;12196,3
Ses04M_script03_1_F018,Ses04F,auxiliary,train,3349;7773;12197,3
Ses04M_script03_1_F021,Ses04F,auxiliary,train,3350;7774;12198,3
Ses04M_script03_1_F022,Ses04F,auxiliary,train,3351;7775;12199,3
Ses04M_script03_1_F023,Ses04F,auxiliary,test,421,1
Ses04M_script03_1_F024,Ses04F,auxiliary,train,3352;7776;12200,3
Ses04M_script03_1_F025,Ses04F,auxiliary,train,3353;7777;12201,3
Ses04M_script03_1_F026,Ses04F,auxiliary,train,3354;7778;12202,3
Ses04M_script03_1_F027,Ses04F,auxiliary,train,3355;7779;12203,3
Ses04M_script03_1_F028,Ses04F,auxiliary,dev,419,1
Ses04M_script03_1_F029,Ses04F,auxiliary,train,3356;7780;12204,3
Ses04M_script03_1_F030,Ses04F,auxiliary,train,3357;7781;12205,3
Ses04M_script03_1_M003,Ses04M,auxiliary,train,3358;7782;12206,3
Ses04M_script03_1_M004,Ses04M,auxiliary,dev,420,1
Ses04M_script03_1_M006,Ses04M,auxiliary,train,3359;7783;12207,3
Ses04M_script03_1_M007,Ses04M,auxiliary,train,3360;7784;12208,3
Ses04M_script03_1_M010,Ses04M,auxiliary,train,3361;7785;12209,3
Ses04M_script03_1_M012,Ses04M,auxiliary,train,3362;7786;12210,3
Ses04M_script03_1_M013,Ses04M,auxiliary,train,3363;7787;12211,3
Ses04M_script03_1_M016,Ses04M,auxiliary,train,3364;7788;12212,3
Ses04M_script03_1_M021,Ses04M,auxiliary,train,3365;7789;12213,3
Ses04M_script03_1_M025,Ses04M,auxiliary,train,3366;7790;12214,3
Ses04M_script03_1_M028,Ses04M,auxiliary,train,3367;7791;12215,3
Ses04M_script03_1_M029,Ses04M,auxiliary,train,3368;7792;12216,3
Ses04M_script03_1_M033,Ses04M,auxiliary,train,3369;7793;12217,3
Ses04M_script03_2_F000,Ses04F,auxiliary,train,3370;7794;12218,3
Ses04M_script03_2_F001,Ses04F,auxiliary,train,3371;7795;12219,3
Ses04M_script03_2_F002,Ses04F,auxiliary,train,3372;7796;12220,3
Ses04M_script03_2_F003,Ses04F,auxiliary,train,3373;7797;12221,3
Ses04M_script03_2_F006,Ses04F,auxiliary,train,3374;7798;12222,3
Ses04M_script03_2_F008,Ses04F,auxiliary,train,3375;7799;12223,3
Ses04M_script03_2_F009,Ses04F,auxiliary,dev,421,1
Ses04M_script03_2_F010,Ses04F,auxiliary,train,3376;7800;12224,3
Ses04M_script03_2_F014,Ses04F,auxiliary,test,422,1
Ses04M_script03_2_F017,Ses04F,auxiliary,test,423,1
Ses04M_script03_2_F019,Ses04F,auxiliary,train,3377;7801;12225,3
Ses04M_script03_2_F022,Ses04F,auxiliary,train,3378;7802;12226,3
Ses04M_script03_2_F023,Ses04F,auxiliary,train,3379;7803;12227,3
Ses04M_script03_2_F024,Ses04F,auxiliary,dev,422,1
Ses04M_script03_2_F026,Ses04F,auxiliary,train,3380;7804;12228,3
Ses04M_script03_2_F028,Ses04F,auxiliary,train,3381;7805;12229,3
Ses04M_script03_2_F029,Ses04F,auxiliary,train,3382;7806;12230,3
Ses04M_script03_2_F030,Ses04F,auxiliary,dev,423,1
Ses04M_script03_2_F031,Ses04F,auxiliary,train,3383;7807;12231,3
Ses04M_script03_2_F032,Ses04F,auxiliary,train,3384;7808;12232,3
Ses04M_script03_2_F033,Ses04F,auxiliary,train,3385;7809;12233,3
Ses04M_script03_2_F034,Ses04F,auxiliary,train,3386;7810;12234,3
Ses04M_script03_2_F035,Ses04F,auxiliary,train,3387;7811;12235,3
Ses04M_script03_2_F036,Ses04F,auxiliary,train,3388;7812;12236,3
Ses04M_script03_2_F037,Ses04F,auxiliary,train,3389;7813;12237,3
Ses04M_script03_2_F039,Ses04F,auxiliary,train,3390;7814;12238,3
Ses04M_script03_2_F040,Ses04F,auxiliary,train,3391;7815;12239,3
Ses04M_script03_2_F041,Ses04F,auxiliary,train,3392;7816;12240,3
Ses04M_script03_2_F042,Ses04F,auxiliary,train,3393;7817;12241,3
Ses04M_script03_2_F043,Ses04F,auxiliary,train,3394;7818;12242,3
Ses04M_script03_2_F044,Ses04F,auxiliary,train,3395;7819;12243,3
Ses04M_script03_2_F045,Ses04F,auxiliary,dev,424,1
Ses04M_script03_2_F046,Ses04F,auxiliary,train,3396;7820;12244,3
Ses04M_script03_2_F047,Ses04F,auxiliary,train,3397;7821;12245,3
Ses04M_script03_2_F048,Ses04F,auxiliary,train,3398;7822;12246,3
Ses04M_script03_2_F049,Ses04F,auxiliary,train,3399;7823;12247,3
Ses04M_script03_2_F050,Ses04F,auxiliary,train,3400;7824;12248,3
Ses04M_script03_2_F051,Ses04F,auxiliary,test,424,1
Ses04M_script03_2_F052,Ses04F,auxiliary,test,425,1
Ses04M_script03_2_M001,Ses04M,auxiliary,dev,425,1
Ses04M_script03_2_M008,Ses04M,auxiliary,dev,426,1
Ses04M_script03_2_M009,Ses04M,auxiliary,train,3401;7825;12249,3
Ses04M_script03_2_M010,Ses04M,auxiliary,train,3402;7826;12250,3
Ses04M_script03_2_M011,Ses04M,auxiliary,train,3403;7827;12251,3
Ses04M_script03_2_M012,Ses04M,auxiliary,train,3404;7828;12252,3
Ses04M_script03_2_M013,Ses04M,auxiliary,train,3405;7829;12253,3
Ses04M_script03_2_M014,Ses04M,auxiliary,train,3406;7830;12254,3
Ses04M_script03_2_M020,Ses04M,auxiliary,train,3407;7831;12255,3
Ses04M_script03_2_M021,Ses04M,auxiliary,train,3408;7832;12256,3
Ses04M_script03_2_M022,Ses04M,auxiliary,train,3409;7833;12257,3
Ses04M_script03_2_M024,Ses04M,auxiliary,test,426,1
Ses04M_script03_2_M025,Ses04M,auxiliary,train,3410;7834;12258,3
Ses04M_script03_2_M026,Ses04M,auxiliary,train,3411;7835;12259,3
Ses04M_script03_2_M027,Ses04M,auxiliary,train,3412;7836;12260,3
Ses04M_script03_2_M028,Ses04M,auxiliary,train,3413;7837;12261,3
Ses04M_script03_2_M029,Ses04M,auxiliary,train,3414;7838;12262,3
Ses04M_script03_2_M030,Ses04M,auxiliary,train,3415;7839;12263,3
Ses04M_script03_2_M031,Ses04M,auxiliary,train,3416;7840;12264,3
Ses04M_script03_2_M033,Ses04M,auxiliary,train,3417;7841;12265,3
Ses04M_script03_2_M034,Ses04M,auxiliary,train,3418;7842;12266,3
Ses04M_script03_2_M035,Ses04M,auxiliary,train,3419;7843;12267,3
Ses04M_script03_2_M036,Ses04M,auxiliary,train,3420;7844;12268,3
Ses04M_script03_2_M038,Ses04M,auxiliary,train,3421;7845;12269,3
Ses04M_script03_2_M040,Ses04M,auxiliary,train,3422;7846;12270,3
Ses04M_script03_2_M041,Ses04M,auxiliary,dev,427,1
Ses04M_script03_2_M043,Ses04M,auxiliary,train,3423;7847;12271,3
Ses04M_script03_2_M046,Ses04M,auxiliary,train,3424;7848;12272,3
Ses04M_script03_2_M047,Ses04M,auxiliary,train,3425;7849;12273,3
Ses04M_script03_2_M048,Ses04M,auxiliary,train,3426;7850;12274,3
Ses04M_script03_2_M049,Ses04M,auxiliary,train,3427;7851;12275,3
Ses04M_script03_2_M050,Ses04M,auxiliary,train,3428;7852;12276,3
Ses04M_script03_2_M051,Ses04M,auxiliary,train,3429;7853;12277,3
Ses04M_script03_2_M052,Ses04M,auxiliary,train,3430;7854;12278,3
Ses04M_script03_2_M053,Ses04M,auxiliary,dev,428,1
Ses04M_script03_2_M054,Ses04M,auxiliary,train,3431;7855;12279,3
Ses04M_script03_2_M055,Ses04M,auxiliary,train,3432;7856;12280,3
Ses04M_script03_2_M056,Ses04M,auxiliary,train,3433;7857;12281,3
Ses05F_impro01_F000,Ses05F,dev,train,3434;7858;12282,3
Ses05F_impro01_F008,Ses05F,dev,dev,429,1
Ses05F_impro01_F017,Ses05F,dev,train,3435;7859;12283,3
Ses05F_impro01_F018,Ses05F,dev,test,427,1
Ses05F_impro01_F020,Ses05F,dev,test,428,1
Ses05F_impro01_M000,Ses05M,test,train,3436;7860;12284,3
Ses05F_impro01_M003,Ses05M,test,train,3437;7861;12285,3
Ses05F_impro02_F001,Ses05F,dev,train,3438;7862;12286,3
Ses05F_impro02_F002,Ses05F,dev,train,3439;7863;12287,3
Ses05F_impro02_F004,Ses05F,dev,train,3440;7864;12288,3
Ses05F_impro02_F005,Ses05F,dev,test,429,1
Ses05F_impro02_F008,Ses05F,dev,test,430,1
Ses05F_impro02_F009,Ses05F,dev,train,3441;7865;12289,3
Ses05F_impro02_F010,Ses05F,dev,train,3442;7866;12290,3
Ses05F_impro02_F011,Ses05F,dev,train,3443;7867;12291,3
Ses05F_impro02_F012,Ses05F,dev,train,3444;7868;12292,3
Ses05F_impro02_F021,Ses05F,dev,train,3445;7869;12293,3
Ses05F_impro02_F023,Ses05F,dev,train,3446;7870;12294,3
Ses05F_impro02_F024,Ses05F,dev,dev,430,1
Ses05F_impro02_F027,Ses05F,dev,train,3447;7871;12295,3
Ses05F_impro02_F028,Ses05F,dev,train,3448;7872;12296,3
Ses05F_impro02_F029,Ses05F,dev,train,3449;7873;12297,3
Ses05F_impro02_F031,Ses05F,dev,train,3450;7874;12298,3
Ses05F_impro02_F032,Ses05F,dev,dev,431,1
Ses05F_impro02_F034,Ses05F,dev,train,3451;7875;12299,3
Ses05F_impro02_F035,Ses05F,dev,dev,432,1
Ses05F_impro02_F036,Ses05F,dev,test,431,1
